company_name,ticker,year,marketcap,change_pct
Johnson &,JohnsonJNJ,2000,$146.13 B,12.77%
Johnson &,JohnsonJNJ,1999,$129.58 B,14.95%
Johnson &,JohnsonJNJ,1998,$112.73 B,27.22%
Johnson &,JohnsonJNJ,1997,$88.61 B,33.67%
Johnson &,JohnsonJNJ,1996,$66.29 B,
ASMLASML,,2026,$605.01 B,45.3%
ASMLASML,,2025,$416.38 B,48.38%
ASMLASML,,2024,$280.61 B,-6.05%
ASMLASML,,2023,$298.67 B,35.59%
ASMLASML,,2022,$220.27 B,-32.27%
ASMLASML,,2021,$325.23 B,58.56%
ASMLASML,,2020,$205.12 B,65.41%
ASMLASML,,2019,$124.00 B,87.69%
ASMLASML,,2018,$66.06 B,-11.44%
ASMLASML,,2017,$74.60 B,56.11%
ASMLASML,,2016,$47.78 B,21.45%
ASMLASML,,2015,$39.34 B,-16.49%
ASMLASML,,2014,$47.11 B,13.76%
ASMLASML,,2013,$41.42 B,60.25%
ASMLASML,,2012,$25.84 B,49.51%
ASMLASML,,2011,$17.28 B,3.28%
ASMLASML,,2010,$16.73 B,13.64%
ASMLASML,,2009,$14.72 B,88.66%
ASMLASML,,2008,$7.80 B,-42.72%
ASMLASML,,2007,$13.63 B,16%
ASMLASML,,2006,$11.75 B,20.74%
ASMLASML,,2005,$9.73 B,26.39%
ASMLASML,,2004,$7.70 B,-20.41%
ASMLASML,,2003,$9.67 B,139.99%
ASMLASML,,2002,$4.03 B,-49.37%
ASMLASML,,2001,$7.96 B,-15.78%
ASMLASML,,2000,$9.45 B,-40.29%
ASMLASML,,1999,$15.83 B,233.48%
ASMLASML,,1998,$4.74 B,-9.48%
ASMLASML,,1997,$5.24 B,183.34%
ASMLASML,,1996,$1.85 B,
CXMT688825.SS,,2026,$571.52 B,
IntelINTC,,2026,$513.75 B,197.53%
IntelINTC,,2025,$172.67 B,97.22%
IntelINTC,,2024,$87.55 B,-58.67%
IntelINTC,,2023,$211.85 B,94.22%
IntelINTC,,2022,$109.07 B,-47.96%
IntelINTC,,2021,$209.60 B,2.67%
IntelINTC,,2020,$204.16 B,-20.48%
IntelINTC,,2019,$256.75 B,21.15%
IntelINTC,,2018,$211.93 B,-1.89%
IntelINTC,,2017,$216.02 B,25.68%
IntelINTC,,2016,$171.88 B,5.59%
IntelINTC,,2015,$162.77 B,-5.53%
IntelINTC,,2014,$172.30 B,33.65%
IntelINTC,,2013,$128.91 B,26.46%
IntelINTC,,2012,$101.94 B,-17.44%
IntelINTC,,2011,$123.48 B,6.54%
IntelINTC,,2010,$115.89 B,2.86%
IntelINTC,,2009,$112.66 B,38.18%
IntelINTC,,2008,$81.53 B,-47.16%
IntelINTC,,2007,$154.30 B,32.13%
IntelINTC,,2006,$116.78 B,-20.95%
IntelINTC,,2005,$147.73 B,1.01%
IntelINTC,,2004,$146.25 B,-29.65%
IntelINTC,,2003,$207.90 B,103.09%
IntelINTC,,2002,$102.37 B,-51.34%
IntelINTC,,2001,$210.40 B,4.13%
IntelINTC,,2000,$202.05 B,-26.37%
IntelINTC,,1999,$274.43 B,39.65%
IntelINTC,,1998,$196.51 B,71.83%
IntelINTC,,1997,$114.37 B,6.39%
IntelINTC,,1996,$107.50 B,
MastercardMA,,2026,$503.19 B,-3.96%
MastercardMA,,2025,$523.96 B,7.27%
MastercardMA,,2024,$488.46 B,22.13%
MastercardMA,,2023,$399.97 B,19.63%
MastercardMA,,2022,$334.32 B,-5.04%
MastercardMA,,2021,$352.07 B,-1.06%
MastercardMA,,2020,$355.84 B,18.35%
MastercardMA,,2019,$300.68 B,54.59%
MastercardMA,,2018,$194.49 B,21.38%
MastercardMA,,2017,$160.23 B,42.43%
MastercardMA,,2016,$112.50 B,3.54%
MastercardMA,,2015,$108.65 B,9.41%
MastercardMA,,2014,$99.30 B,-25.82%
MastercardMA,,2013,$133.86 B,121.1%
MastercardMA,,2012,$60.54 B,27.94%
MastercardMA,,2011,$47.32 B,61.32%
MastercardMA,,2010,$29.33 B,-11.69%
MastercardMA,,2009,$33.21 B,79.84%
MastercardMA,,2008,$18.47 B,-34.61%
MastercardMA,,2007,$28.24 B,112.51%
MastercardMA,,2006,$13.29 B,
TencentTCEHY,,2026,$498.62 B,-29.33%
TencentTCEHY,,2025,$705.58 B,44.07%
TencentTCEHY,,2024,$489.75 B,36.45%
TencentTCEHY,,2023,$358.92 B,-11.4%
TencentTCEHY,,2022,$405.09 B,-28.03%
TencentTCEHY,,2021,$562.84 B,-19.57%
TencentTCEHY,,2020,$699.78 B,51.91%
TencentTCEHY,,2019,$460.66 B,20.7%
TencentTCEHY,,2018,$381.65 B,-22.63%
TencentTCEHY,,2017,$493.31 B,114.48%
TencentTCEHY,,2016,$230.00 B,24.34%
TencentTCEHY,,2015,$184.98 B,36.12%
TencentTCEHY,,2014,$135.89 B,14.44%
TencentTCEHY,,2013,$118.75 B,99.48%
TencentTCEHY,,2012,$59.53 B,725.03%
TencentTCEHY,,2011,$7.21 B,-7.46%
TencentTCEHY,,2010,$7.79 B,
TencentTCEHY,,2007,$2.75 B,
AbbVieABBV,,2026,$462.57 B,13.81%
AbbVieABBV,,2025,$406.46 B,29.21%
AbbVieABBV,,2024,$314.56 B,14.97%
AbbVieABBV,,2023,$273.60 B,-4.27%
AbbVieABBV,,2022,$285.80 B,19.4%
AbbVieABBV,,2021,$239.37 B,26.54%
AbbVieABBV,,2020,$189.17 B,44.47%
AbbVieABBV,,2019,$130.94 B,-3.95%
AbbVieABBV,,2018,$136.33 B,-11.7%
AbbVieABBV,,2017,$154.39 B,51.71%
AbbVieABBV,,2016,$101.76 B,6.7%
AbbVieABBV,,2015,$95.37 B,-8.42%
AbbVieABBV,,2014,$104.14 B,24.23%
AbbVieABBV,,2013,$83.82 B,55.32%
AbbVieABBV,,2012,$53.97 B,
CiscoCSCO,,2026,$433.92 B,40.51%
CiscoCSCO,,2025,$308.81 B,30.08%
CiscoCSCO,,2024,$237.41 B,15.65%
CiscoCSCO,,2023,$205.28 B,4.89%
CiscoCSCO,,2022,$195.70 B,-26.77%
CiscoCSCO,,2021,$267.26 B,41.34%
CiscoCSCO,,2020,$189.09 B,-7.06%
CiscoCSCO,,2019,$203.45 B,4.44%
CiscoCSCO,,2018,$194.81 B,2.89%
CiscoCSCO,,2017,$189.34 B,24.81%
CiscoCSCO,,2016,$151.69 B,10.05%
CiscoCSCO,,2015,$137.84 B,-3.09%
CiscoCSCO,,2014,$142.23 B,18.6%
CiscoCSCO,,2013,$119.92 B,14.95%
CiscoCSCO,,2012,$104.32 B,7.33%
CiscoCSCO,,2011,$97.19 B,-13.32%
CiscoCSCO,,2010,$112.13 B,-18.58%
CiscoCSCO,,2009,$137.71 B,44.3%
CiscoCSCO,,2008,$95.43 B,-41.89%
CiscoCSCO,,2007,$164.23 B,-1.05%
CiscoCSCO,,2006,$165.96 B,57.82%
CiscoCSCO,,2005,$105.16 B,-17.34%
CiscoCSCO,,2004,$127.21 B,-23.94%
CiscoCSCO,,2003,$167.26 B,75.78%
CiscoCSCO,,2002,$95.15 B,-28.37%
CiscoCSCO,,2001,$132.83 B,-51.75%
CiscoCSCO,,2000,$275.29 B,-22.48%
CiscoCSCO,,1999,$355.12 B,143.24%
CiscoCSCO,,1998,$145.99 B,160.53%
CiscoCSCO,,1997,$56.03 B,34.33%
CiscoCSCO,,1996,$41.71 B,
China Construction,Bank601939.SS,2026,$424.83 B,25.16%
China Construction,Bank601939.SS,2025,$339.42 B,60.24%
China Construction,Bank601939.SS,2024,$211.81 B,39.22%
China Construction,Bank601939.SS,2023,$152.14 B,-3.69%
China Construction,Bank601939.SS,2022,$157.96 B,-9.92%
China Construction,Bank601939.SS,2021,$175.35 B,-8.77%
China Construction,Bank601939.SS,2020,$192.21 B,-11.83%
China Construction,Bank601939.SS,2019,$217.99 B,5.2%
China Construction,Bank601939.SS,2018,$207.22 B,-10.97%
China Construction,Bank601939.SS,2017,$232.75 B,20.87%
China Construction,Bank601939.SS,2016,$192.56 B,10.99%
China Construction,Bank601939.SS,2015,$173.49 B,-16.67%
China Construction,Bank601939.SS,2014,$208.20 B,10.65%
China Construction,Bank601939.SS,2013,$188.16 B,-6.01%
China Construction,Bank601939.SS,2012,$200.20 B,14.35%
China Construction,Bank601939.SS,2011,$175.07 B,-21.36%
China Construction,Bank601939.SS,2010,$222.62 B,10.58%
China Construction,Bank601939.SS,2009,$201.33 B,56.72%
China Construction,Bank601939.SS,2008,$128.46 B,-36.68%
China Construction,Bank601939.SS,2007,$202.89 B,
OracleORCL,,2026,$417.06 B,-26.68%
OracleORCL,,2025,$568.85 B,20.37%
OracleORCL,,2024,$472.57 B,63.06%
OracleORCL,,2023,$289.81 B,31.5%
OracleORCL,,2022,$220.39 B,-5.37%
OracleORCL,,2021,$232.88 B,22.28%
OracleORCL,,2020,$190.44 B,12.07%
OracleORCL,,2019,$169.94 B,4.88%
OracleORCL,,2018,$162.03 B,-17.21%
OracleORCL,,2017,$195.72 B,24.08%
OracleORCL,,2016,$157.73 B,2.78%
OracleORCL,,2015,$153.47 B,-22.29%
OracleORCL,,2014,$197.47 B,14.77%
OracleORCL,,2013,$172.07 B,9.08%
OracleORCL,,2012,$157.74 B,22.37%
OracleORCL,,2011,$128.91 B,-18.48%
OracleORCL,,2010,$158.14 B,28.65%
OracleORCL,,2009,$122.92 B,37.39%
OracleORCL,,2008,$89.46 B,-22.86%
OracleORCL,,2007,$115.98 B,30.58%
OracleORCL,,2006,$88.82 B,40.93%
OracleORCL,,2005,$63.02 B,-12.08%
OracleORCL,,2004,$71.68 B,3.65%
OracleORCL,,2003,$69.16 B,21.53%
OracleORCL,,2002,$56.90 B,-25.04%
OracleORCL,,2001,$75.91 B,-53.24%
OracleORCL,,2000,$162.34 B,2.69%
OracleORCL,,1999,$158.09 B,282.15%
OracleORCL,,1998,$41.36 B,88.53%
OracleORCL,,1997,$21.94 B,-20.03%
OracleORCL,,1996,$27.44 B,
PalantirPLTR,,2026,$416.47 B,-7.4%
PalantirPLTR,,2025,$449.77 B,149.67%
PalantirPLTR,,2024,$180.14 B,382.17%
PalantirPLTR,,2023,$37.36 B,179.76%
PalantirPLTR,,2022,$13.35 B,-63.42%
PalantirPLTR,,2021,$36.50 B,-17.45%
PalantirPLTR,,2020,$44.22 B,
ChevronCVX,,2026,$416.19 B,37.69%
ChevronCVX,,2025,$302.26 B,17.73%
ChevronCVX,,2024,$256.74 B,-8.82%
ChevronCVX,,2023,$281.57 B,-18.87%
ChevronCVX,,2022,$347.06 B,53.43%
ChevronCVX,,2021,$226.21 B,39.15%
ChevronCVX,,2020,$162.56 B,-28.33%
ChevronCVX,,2019,$226.82 B,9.57%
ChevronCVX,,2018,$207.00 B,-12.94%
ChevronCVX,,2017,$237.78 B,7.02%
ChevronCVX,,2016,$222.19 B,31.18%
ChevronCVX,,2015,$169.37 B,-19.67%
ChevronCVX,,2014,$210.85 B,-11.78%
ChevronCVX,,2013,$239.02 B,13.54%
ChevronCVX,,2012,$210.51 B,-0.65%
ChevronCVX,,2011,$211.89 B,15.67%
ChevronCVX,,2010,$183.18 B,18.51%
ChevronCVX,,2009,$154.57 B,4.26%
ChevronCVX,,2008,$148.25 B,-24.01%
ChevronCVX,,2007,$195.10 B,22.58%
ChevronCVX,,2006,$159.15 B,25.57%
ChevronCVX,,2005,$126.74 B,14.56%
ChevronCVX,,2004,$110.64 B,18.97%
ChevronCVX,,2003,$93.00 B,117.75%
ChevronCVX,,2002,$42.71 B,-25.81%
ChevronCVX,,2001,$57.57 B,6.24%
ChevronCVX,,2000,$54.19 B,-4.67%
ChevronCVX,,1999,$56.84 B,5.06%
ChevronCVX,,1998,$54.11 B,7.01%
ChevronCVX,,1997,$50.56 B,19.25%
ChevronCVX,,1996,$42.40 B,
Bank of,AmericaBAC,2026,$415.85 B,-0.05%
Bank of,AmericaBAC,2025,$416.04 B,22.29%
Bank of,AmericaBAC,2024,$340.21 B,27.68%
Bank of,AmericaBAC,2023,$266.45 B,0.28%
Bank of,AmericaBAC,2022,$265.70 B,-26.07%
Bank of,AmericaBAC,2021,$359.38 B,37.06%
Bank of,AmericaBAC,2020,$262.20 B,-15.75%
Bank of,AmericaBAC,2019,$311.20 B,30.62%
Bank of,AmericaBAC,2018,$238.25 B,-22.62%
Bank of,AmericaBAC,2017,$307.91 B,37.88%
Bank of,AmericaBAC,2016,$223.32 B,27.83%
Bank of,AmericaBAC,2015,$174.69 B,-7.14%
Bank of,AmericaBAC,2014,$188.14 B,14.08%
Bank of,AmericaBAC,2013,$164.91 B,31.79%
Bank of,AmericaBAC,2012,$125.13 B,122.05%
Bank of,AmericaBAC,2011,$56.35 B,-58.11%
Bank of,AmericaBAC,2010,$134.53 B,3.27%
Bank of,AmericaBAC,2009,$130.27 B,84.4%
Bank of,AmericaBAC,2008,$70.64 B,-61.46%
Bank of,AmericaBAC,2007,$183.28 B,-23.24%
Bank of,AmericaBAC,2006,$238.77 B,11.3%
Bank of,AmericaBAC,2005,$214.54 B,12.63%
Bank of,AmericaBAC,2004,$190.48 B,64.13%
Bank of,AmericaBAC,2003,$116.05 B,11.16%
Bank of,AmericaBAC,2002,$104.40 B,6.36%
Bank of,AmericaBAC,2001,$98.15 B,32.6%
Bank of,AmericaBAC,2000,$74.02 B,-12.06%
Bank of,AmericaBAC,1999,$84.17 B,-18.81%
Bank of,AmericaBAC,1998,$103.68 B,139.4%
Bank of,AmericaBAC,1997,$43.31 B,47.16%
Bank of,AmericaBAC,1996,$29.43 B,
CostcoCOST,,2026,$407.51 B,5.1%
CostcoCOST,,2025,$387.73 B,-7.05%
CostcoCOST,,2024,$417.13 B,42.42%
CostcoCOST,,2023,$292.89 B,44.56%
CostcoCOST,,2022,$202.61 B,-19.51%
CostcoCOST,,2021,$251.73 B,50.83%
CostcoCOST,,2020,$166.89 B,28.54%
CostcoCOST,,2019,$129.84 B,44.7%
CostcoCOST,,2018,$89.73 B,9.8%
CostcoCOST,,2017,$81.72 B,16.21%
CostcoCOST,,2016,$70.32 B,-0.98%
CostcoCOST,,2015,$71.02 B,13.74%
CostcoCOST,,2014,$62.44 B,19.31%
CostcoCOST,,2013,$52.33 B,21.68%
CostcoCOST,,2012,$43.01 B,18.69%
CostcoCOST,,2011,$36.23 B,14.96%
CostcoCOST,,2010,$31.52 B,21.26%
CostcoCOST,,2009,$25.99 B,14.29%
CostcoCOST,,2008,$22.74 B,-25%
CostcoCOST,,2007,$30.32 B,26.82%
CostcoCOST,,2006,$23.91 B,2.16%
CostcoCOST,,2005,$23.40 B,2.36%
CostcoCOST,,2004,$22.86 B,34.27%
CostcoCOST,,2003,$17.03 B,33.16%
CostcoCOST,,2002,$12.78 B,-36.3%
CostcoCOST,,2001,$20.07 B,12.19%
CostcoCOST,,2000,$17.89 B,-11.73%
CostcoCOST,,1999,$20.27 B,28.7%
CostcoCOST,,1998,$15.75 B,64.74%
CostcoCOST,,1997,$9.56 B,93.52%
CostcoCOST,,1996,$4.94 B,
Coca-ColaKO,,2026,$384.43 B,27.85%
Coca-ColaKO,,2025,$300.69 B,11.77%
Coca-ColaKO,,2024,$269.02 B,5.59%
Coca-ColaKO,,2023,$254.77 B,-7.38%
Coca-ColaKO,,2022,$275.08 B,7.56%
Coca-ColaKO,,2021,$255.75 B,8.52%
Coca-ColaKO,,2020,$235.67 B,-0.52%
Coca-ColaKO,,2019,$236.89 B,17.22%
Coca-ColaKO,,2018,$202.08 B,3.38%
Coca-ColaKO,,2017,$195.47 B,9.32%
Coca-ColaKO,,2016,$178.81 B,-3.74%
Coca-ColaKO,,2015,$185.75 B,0.77%
Coca-ColaKO,,2014,$184.33 B,1.37%
Coca-ColaKO,,2013,$181.84 B,12.25%
Coca-ColaKO,,2012,$162.00 B,1.94%
Coca-ColaKO,,2011,$158.91 B,5.42%
Coca-ColaKO,,2010,$150.74 B,14.83%
Coca-ColaKO,,2009,$131.27 B,25.34%
Coca-ColaKO,,2008,$104.73 B,-26.38%
Coca-ColaKO,,2007,$142.25 B,27.19%
Coca-ColaKO,,2006,$111.84 B,17.12%
Coca-ColaKO,,2005,$95.49 B,-4.81%
Coca-ColaKO,,2004,$100.32 B,-19.03%
Coca-ColaKO,,2003,$123.90 B,14.38%
Coca-ColaKO,,2002,$108.32 B,-7.59%
Coca-ColaKO,,2001,$117.22 B,-22.58%
Coca-ColaKO,,2000,$151.41 B,5.17%
Coca-ColaKO,,1999,$143.96 B,-12.85%
Coca-ColaKO,,1998,$165.18 B,0.26%
Coca-ColaKO,,1997,$164.76 B,26.19%
Coca-ColaKO,,1996,$130.56 B,
CaterpillarCAT,,2026,$360.38 B,31.95%
CaterpillarCAT,,2025,$273.12 B,55.05%
CaterpillarCAT,,2024,$176.15 B,17.03%
CaterpillarCAT,,2023,$150.52 B,20.74%
CaterpillarCAT,,2022,$124.66 B,11.48%
CaterpillarCAT,,2021,$111.83 B,13.1%
CaterpillarCAT,,2020,$98.88 B,21.72%
CaterpillarCAT,,2019,$81.23 B,11.08%
CaterpillarCAT,,2018,$73.13 B,-21.99%
CaterpillarCAT,,2017,$93.74 B,72.78%
CaterpillarCAT,,2016,$54.25 B,37.11%
CaterpillarCAT,,2015,$39.57 B,-28.67%
CaterpillarCAT,,2014,$55.48 B,-4.21%
CaterpillarCAT,,2013,$57.92 B,-1.32%
CaterpillarCAT,,2012,$58.69 B,0.19%
CaterpillarCAT,,2011,$58.58 B,-2.09%
CaterpillarCAT,,2010,$59.83 B,68.05%
CaterpillarCAT,,2009,$35.60 B,32.5%
CaterpillarCAT,,2008,$26.87 B,-40.65%
CaterpillarCAT,,2007,$45.27 B,14.31%
CaterpillarCAT,,2006,$39.60 B,2.2%
CaterpillarCAT,,2005,$38.75 B,15.9%
CaterpillarCAT,,2004,$33.43 B,17.17%
CaterpillarCAT,,2003,$28.53 B,81.32%
CaterpillarCAT,,2002,$15.73 B,-12.27%
CaterpillarCAT,,2001,$17.94 B,10.43%
CaterpillarCAT,,2000,$16.24 B,-2.42%
CaterpillarCAT,,1999,$16.65 B,1.33%
CaterpillarCAT,,1998,$16.43 B,-7.94%
CaterpillarCAT,,1997,$17.84 B,24.6%
CaterpillarCAT,,1996,$14.32 B,
Agricultural Bank of,China601288.SS,2026,$359.90 B,-4.07%
Agricultural Bank of,China601288.SS,2025,$375.17 B,50.22%
Agricultural Bank of,China601288.SS,2024,$249.75 B,42.23%
Agricultural Bank of,China601288.SS,2023,$175.59 B,23.33%
Agricultural Bank of,China601288.SS,2022,$142.37 B,-9.81%
Agricultural Bank of,China601288.SS,2021,$157.86 B,-4.29%
Agricultural Bank of,China601288.SS,2020,$164.93 B,-9.47%
Agricultural Bank of,China601288.SS,2019,$182.19 B,0.89%
Agricultural Bank of,China601288.SS,2018,$180.57 B,-3.3%
Agricultural Bank of,China601288.SS,2017,$186.74 B,29.82%
Agricultural Bank of,China601288.SS,2016,$143.85 B,-9.6%
Agricultural Bank of,China601288.SS,2015,$159.13 B,-17.01%
Agricultural Bank of,China601288.SS,2014,$191.74 B,41.38%
Agricultural Bank of,China601288.SS,2013,$135.62 B,-7.9%
Agricultural Bank of,China601288.SS,2012,$147.26 B,8.79%
Agricultural Bank of,China601288.SS,2011,$135.36 B,0.55%
Agricultural Bank of,China601288.SS,2010,$134.63 B,
RocheRO.SW,,2026,$358.70 B,8.45%
RocheRO.SW,,2025,$330.76 B,45.85%
RocheRO.SW,,2024,$226.77 B,-3.25%
RocheRO.SW,,2023,$234.39 B,-9.71%
RocheRO.SW,,2022,$259.59 B,-23.04%
RocheRO.SW,,2021,$337.29 B,12.73%
RocheRO.SW,,2020,$299.20 B,8.27%
RocheRO.SW,,2019,$276.35 B,31.2%
RocheRO.SW,,2018,$210.64 B,-2.46%
RocheRO.SW,,2017,$215.96 B,10.5%
RocheRO.SW,,2016,$195.43 B,-18.03%
RocheRO.SW,,2015,$238.41 B,2.92%
RocheRO.SW,,2014,$231.65 B,-2.73%
RocheRO.SW,,2013,$238.15 B,-24.51%
RocheRO.SW,,2012,$315.46 B,113.67%
RocheRO.SW,,2011,$147.64 B,15.85%
RocheRO.SW,,2010,$127.44 B,-14.38%
RocheRO.SW,,2009,$148.85 B,9.99%
RocheRO.SW,,2008,$135.33 B,-10.67%
RocheRO.SW,,2007,$151.50 B,-13.66%
RocheRO.SW,,2006,$175.47 B,
MerckMRK,,2026,$357.36 B,33.99%
MerckMRK,,2025,$266.71 B,5.75%
MerckMRK,,2024,$252.20 B,-8.71%
MerckMRK,,2023,$276.25 B,-1.79%
MerckMRK,,2022,$281.30 B,45.31%
MerckMRK,,2021,$193.58 B,-6.46%
MerckMRK,,2020,$206.95 B,-10.38%
MerckMRK,,2019,$230.92 B,16.57%
MerckMRK,,2018,$198.09 B,29.22%
MerckMRK,,2017,$153.30 B,-5.55%
MerckMRK,,2016,$162.31 B,10.49%
MerckMRK,,2015,$146.89 B,-8.86%
MerckMRK,,2014,$161.17 B,10%
MerckMRK,,2013,$146.52 B,18.25%
MerckMRK,,2012,$123.91 B,7.84%
MerckMRK,,2011,$114.90 B,3.45%
MerckMRK,,2010,$111.07 B,-2.2%
MerckMRK,,2009,$113.57 B,76.71%
MerckMRK,,2008,$64.27 B,-49.09%
MerckMRK,,2007,$126.24 B,33.57%
MerckMRK,,2006,$94.51 B,36.18%
MerckMRK,,2005,$69.40 B,-2.22%
MerckMRK,,2004,$70.98 B,-30.84%
MerckMRK,,2003,$102.64 B,-19.46%
MerckMRK,,2002,$127.44 B,-6.04%
MerckMRK,,2001,$135.63 B,-37.22%
MerckMRK,,2000,$216.04 B,38.06%
MerckMRK,,1999,$156.48 B,-10.11%
MerckMRK,,1998,$174.08 B,37.59%
MerckMRK,,1997,$126.52 B,31.69%
MerckMRK,,1996,$96.07 B,
HSBCHSBC,,2026,$355.97 B,29.65%
HSBCHSBC,,2025,$274.55 B,55.36%
HSBCHSBC,,2024,$176.71 B,13.15%
HSBCHSBC,,2023,$156.17 B,25.5%
HSBCHSBC,,2022,$124.44 B,1.23%
HSBCHSBC,,2021,$122.93 B,16.9%
HSBCHSBC,,2020,$105.16 B,-34.34%
HSBCHSBC,,2019,$160.17 B,-2.61%
HSBCHSBC,,2018,$164.46 B,-20.2%
HSBCHSBC,,2017,$206.08 B,28.55%
HSBCHSBC,,2016,$160.31 B,2.52%
HSBCHSBC,,2015,$156.37 B,-14.1%
HSBCHSBC,,2014,$182.04 B,-11.49%
HSBCHSBC,,2013,$205.67 B,6.49%
HSBCHSBC,,2012,$193.14 B,41.86%
HSBCHSBC,,2011,$136.15 B,-24.59%
HSBCHSBC,,2010,$180.54 B,-9.17%
HSBCHSBC,,2009,$198.76 B,47%
HSBCHSBC,,2008,$135.21 B,-40.5%
HSBCHSBC,,2007,$227.25 B,-6.64%
HSBCHSBC,,2006,$243.41 B,16.85%
HSBCHSBC,,2005,$208.31 B,-4.57%
HSBCHSBC,,2004,$218.30 B,10.11%
HSBCHSBC,,2003,$198.26 B,65.73%
HSBCHSBC,,2002,$119.63 B,-6.68%
HSBCHSBC,,2001,$128.19 B,-18.12%
HSBCHSBC,,2000,$156.55 B,12.99%
HSBCHSBC,,1999,$138.55 B,81.85%
HSBCHSBC,,1998,$76.19 B,-0.74%
HSBCHSBC,,1997,$76.76 B,16.37%
HSBCHSBC,,1996,$65.96 B,
UnitedHealthUNH,,2026,$344.27 B,14.53%
UnitedHealthUNH,,2025,$300.58 B,-35.96%
UnitedHealthUNH,,2024,$469.33 B,-3.62%
UnitedHealthUNH,,2023,$486.94 B,-1.7%
UnitedHealthUNH,,2022,$495.37 B,4.74%
UnitedHealthUNH,,2021,$472.94 B,42.14%
UnitedHealthUNH,,2020,$332.73 B,19.39%
UnitedHealthUNH,,2019,$278.69 B,16.53%
UnitedHealthUNH,,2018,$239.15 B,11.94%
UnitedHealthUNH,,2017,$213.64 B,40.25%
UnitedHealthUNH,,2016,$152.32 B,35.87%
UnitedHealthUNH,,2015,$112.11 B,16.25%
UnitedHealthUNH,,2014,$96.43 B,29.63%
UnitedHealthUNH,,2013,$74.39 B,34.6%
UnitedHealthUNH,,2012,$55.27 B,2.3%
UnitedHealthUNH,,2011,$54.02 B,37.77%
UnitedHealthUNH,,2010,$39.21 B,12.17%
UnitedHealthUNH,,2009,$34.96 B,8.82%
UnitedHealthUNH,,2008,$32.12 B,-55.94%
UnitedHealthUNH,,2007,$72.92 B,0.91%
UnitedHealthUNH,,2006,$72.26 B,-14.36%
UnitedHealthUNH,,2005,$84.38 B,49.08%
UnitedHealthUNH,,2004,$56.60 B,66.88%
UnitedHealthUNH,,2003,$33.91 B,35.65%
UnitedHealthUNH,,2002,$25.00 B,14.48%
UnitedHealthUNH,,2001,$21.84 B,12.18%
UnitedHealthUNH,,2000,$19.47 B,118.84%
UnitedHealthUNH,,1999,$8.89 B,12.33%
UnitedHealthUNH,,1998,$7.92 B,-16.59%
UnitedHealthUNH,,1997,$9.49 B,14.15%
UnitedHealthUNH,,1996,$8.31 B,
Lam,ResearchLRCX,2026,$342.22 B,52.4%
Lam,ResearchLRCX,2025,$224.55 B,137.76%
Lam,ResearchLRCX,2024,$94.44 B,-8.51%
Lam,ResearchLRCX,2023,$103.22 B,80.09%
Lam,ResearchLRCX,2022,$57.32 B,-43.18%
Lam,ResearchLRCX,2021,$100.87 B,48.33%
Lam,ResearchLRCX,2020,$68.01 B,63.27%
Lam,ResearchLRCX,2019,$41.65 B,98.69%
Lam,ResearchLRCX,2018,$20.96 B,-28.57%
Lam,ResearchLRCX,2017,$29.35 B,70.98%
Lam,ResearchLRCX,2016,$17.16 B,36.31%
Lam,ResearchLRCX,2015,$12.59 B,-0.36%
Lam,ResearchLRCX,2014,$12.63 B,43.13%
Lam,ResearchLRCX,2013,$8.83 B,47.36%
Lam,ResearchLRCX,2012,$5.99 B,35.4%
Lam,ResearchLRCX,2011,$4.42 B,-30.66%
Lam,ResearchLRCX,2010,$6.38 B,27.73%
Lam,ResearchLRCX,2009,$4.99 B,87.91%
Lam,ResearchLRCX,2008,$2.65 B,-50.7%
Lam,ResearchLRCX,2007,$5.39 B,-25.23%
Lam,ResearchLRCX,2006,$7.21 B,46.24%
Lam,ResearchLRCX,2005,$4.93 B,22.87%
Lam,ResearchLRCX,2004,$4.01 B,-6.16%
Lam,ResearchLRCX,2003,$4.27 B,215.56%
Lam,ResearchLRCX,2002,$1.35 B,-53.62%
Lam,ResearchLRCX,2001,$2.92 B,64.42%
Lam,ResearchLRCX,2000,$1.77 B,-60.29%
Lam,ResearchLRCX,1999,$4.47 B,554.32%
Lam,ResearchLRCX,1998,$0.68 B,-38.43%
Lam,ResearchLRCX,1997,$1.11 B,29.17%
Lam,ResearchLRCX,1996,$0.86 B,
ICBC1398.HK,,2026,$340.33 B,-3.45%
ICBC1398.HK,,2025,$352.48 B,12.43%
ICBC1398.HK,,2024,$313.50 B,40.08%
ICBC1398.HK,,2023,$223.80 B,6.01%
ICBC1398.HK,,2022,$211.12 B,-13.76%
ICBC1398.HK,,2021,$244.82 B,-6.56%
ICBC1398.HK,,2020,$262.02 B,-39.67%
ICBC1398.HK,,2019,$434.30 B,8.62%
ICBC1398.HK,,2018,$399.83 B,-15.44%
ICBC1398.HK,,2017,$472.84 B,42.04%
ICBC1398.HK,,2016,$332.88 B,-5.71%
ICBC1398.HK,,2015,$353.05 B,-12.62%
ICBC1398.HK,,2014,$404.02 B,20.56%
ICBC1398.HK,,2013,$335.12 B,-7.23%
ICBC1398.HK,,2012,$361.25 B,9.04%
ICBC1398.HK,,2011,$331.28 B,-8.67%
ICBC1398.HK,,2010,$362.73 B,-11.19%
ICBC1398.HK,,2009,$408.42 B,55.25%
ICBC1398.HK,,2008,$263.07 B,-41.94%
